Question ID,Input,Output,Image Index,source,answer_type
524,What is the highest Global annual net loss?,-3445.07,two_col_20023,human,numeric
525,During which month Brazil's climate index saw the maximum significant dip?,May '19,two_col_21577,human,other_text
526,What is the difference between the highest climate index and lowest climate index?,8.2,two_col_21577,human,numeric
527,"What is the maximum number of specialized stores for the retail sale of hardware, paints and glass in the United Kingdom (UK) in 2020, by employment size band??",5125,two_col_23281,human,numeric
528,What is the difference between the highest and the lowest blue bar???,5120,two_col_23281,human,numeric
529,"What is the maximum percentage of Population distribution of Saskatchewan, Canada, in 2016, by rural/urban type??",41.9,two_col_23289,human,numeric
530,What is the difference between the highest and the lowest blue bar???,34.7,two_col_23289,human,numeric
531,Which year is the number of Twitter users in South Korea the greatest?,2016,two_col_24068,human,numeric
532,What is the average number of Twitter users in South Korea between 2014 and 2016? (In Millions),4.9,two_col_24068,human,numeric
533,Which year recorded highest bar?,2008,two_col_24077,human,numeric
534,What is the average of highest and lowest bar?,116.69,two_col_24077,human,numeric
535,Which color does navy blue indicate?,Reebok,two_col_24547,human,other_text
536,What is the sum of Adidas and Reebok?,98.29,two_col_24547,human,numeric
537,What color is Canada representd by?,gray,two_col_40368,human,other_text
538,"How much percentage is more for Brazil, compared with Canada?",4,two_col_40368,human,numeric
539,How many years has number of days below the average?,3,two_col_24307,human,numeric
540,Which two years has the highest number average number of days?,"[2014, 2015]",two_col_24307,human,other_text
541,How many Christmas trees were exported from Ontario?,23491,two_col_24573,human,numeric
542,What's the number of Christmas trees exported from British Columbia and Saskatchewan?,11770,two_col_24573,human,numeric
543,Which bar value is over 50%?,Middle Americas,two_col_40222,human,other_text
544,Which regions have their share of total EBITDA greater than the average share of total EBITDA across all regions?,Middle Americas,two_col_40222,human,other_text
545,What is the percentage value for Tire Dealers ?,7,two_col_24505,human,numeric
546,What is the sum of the first three small bars ?,29,two_col_24505,human,numeric
547,What is the sum of the leftmost and the rightmost bars?,1122,two_col_24556,human,numeric
548,Which year experienced a change in R&D costs which was less than 0?,2018,two_col_24556,human,numeric
549,Which drug has the highest value other than any drug?,Cannabis,two_col_24477,human,other_text
550,Which categories consist of approximately 14%?,"[Hallucinogens, Hallucinogens (including salvia)]",two_col_24477,human,other_text
551,What's the no.1 attitude in the chart?,A little,two_col_41290,human,other_text
552,What's the percentage value of people that appreciate the intervention?,56,two_col_41290,human,numeric
553,what value was recorded in Aug'18?,1.8,two_col_41360,human,numeric
554,What is the average of last four months from oct 18?,2.175,two_col_41360,human,numeric
555,How many colored segments are less than 10?,3,two_col_42232,human,numeric
556,The average global oil production minus the smallest one across all countries gives what?,10.17,two_col_42232,human,numeric
557,What is y-axis denotes ?,Operating revenue in billion Malaysian ringgit,two_col_42750,human,other_text
558,What is the average of all the bars ?,12.48,two_col_42750,human,numeric
559,What is the percentage recorded in No category?,18,two_col_42919,human,numeric
560,Which one is largest Yes /No /other/Don't know?,Yes,two_col_42919,human,yes_no
561,What is the number of confirmed coronavirus cases in 85+ age group in Slovenia in 2021?,9381,two_col_43112,human,numeric
562,What is the summation of highest and lowest covid-19 cases?,53088,two_col_43112,human,numeric
563,Which category has the highest value?,"$1,000 - $ 9,999",two_col_43459,human,other_text
564,What is the sum of the least four values?,18.5,two_col_43459,human,numeric
565,The growth of the data points started to slow down in which year?,FY 2001,two_col_60009,human,other_text
566,What is the maximum value of the chart?,73.86,two_col_60009,human,numeric
567,What is the percentage of votes received by Donald Trump  from the people between the age gap of 40 to 49 years?,50,multi_col_204,human,numeric
568,"In which age group, the difference between the votes received by Hillary Clinton and Donald Trump was maximum?",18 to 24 years,multi_col_204,human,other_text
569,What was the highest percentage on the black line?,44,multi_col_281,human,numeric
570,What was the lowest decrease after one year?,0.2,multi_col_281,human,numeric
571,In which year did COSTCO have the least number of part-time employees?,2011,multi_col_373,human,numeric
572,For how many years did COSTCO have full-time employees less than 100 thousand in number?,2,multi_col_373,human,numeric
573,which year 15-64 years group has highest percentage in the total population,2019,multi_col_604,human,numeric
574,which year 0-14 years group has highest percentage in the total population,2009,multi_col_604,human,numeric
575,Does the service daily use reduce as time increases?,Yes,multi_col_725,human,yes_no
576,What is the difference between the highest several daily use and the lowest several daily use?,47,multi_col_725,human,numeric
577,What does the navy blue indicate??,Q4 '13,multi_col_100371,human,other_text
578,What is the difference percentage between Text and Video during Q4 ' 12?,0.6,multi_col_100371,human,numeric
579,"Find which category data have this number 39%, 46%, 50% ?",Some of them,multi_col_100383,human,other_text
580,"Analysis the grey bar and find the largest percentage and smallest percentage, add them and divide by 2, what is that number ?",26.5,multi_col_100383,human,numeric
581,What is y- axis in the chart ?,Life expectancy at birth in years,multi_col_100387,human,other_text
582,Find which line moved higher than other ? male or female,female,multi_col_100387,human,other_text
583,What's the percetage of respondents who think TTIP is a bad thing for Germany?,33,multi_col_100477,human,numeric
584,How many navy blue bars exceeds 30% value?,1,multi_col_100477,human,numeric
585,When did the total amount reach peak?,2018,multi_col_100516,human,numeric
586,For how many years has the male population been above 3 million?,1,multi_col_100516,human,numeric
587,What does light blue represent?,Approve,multi_col_100698,human,other_text
588,What is the average of those who disapprove?,25,multi_col_100698,human,numeric
589,Which political ideology has a more equal split?,Moderate,multi_col_100804,human,other_text
590,How many people (in percent) did not answer or had no opinion?,6,multi_col_100804,human,numeric
591,How many countries are represented on this graph?,3,multi_col_100948,human,numeric
592,What is the average of 'tend not to trust'?,62.67,multi_col_100948,human,numeric
593,What is the percentage value of smallest bar?,19,multi_col_100971,human,numeric
594,What is the average of largest and smallest bar?,41.5,multi_col_100971,human,numeric
595,Is the color of the rightmost bar navy blue?,Yes,multi_col_100981,human,yes_no
596,How many bars have similar values?,2,multi_col_100981,human,numeric
597,How many colors are used in bar graph?,5,multi_col_101066,human,numeric
598,What's the ratio of smallest light blue bar and largest green bar (in A:B)?,1,multi_col_101066,human,numeric
599,Sum the leftmost blue bar and the rightmost navy blue bar,69,multi_col_101183,human,numeric
600,Which year recorded the biggest contrast in living condition,2007,multi_col_101183,human,numeric
601,How many rows of bars are there,19,multi_col_101275,human,numeric
602,What is the difference between the modes of Less likely and More likely,57,multi_col_101275,human,numeric
603,What's the percentage of Hispanic females who have used drugs?,5.8,multi_col_1048,human,numeric
604,What's the average percentage of Hispanic males and females who have used drugs?,2.4,multi_col_1048,human,numeric
605,Which year recorded the highest GDP in services sector?,2016,multi_col_1261,human,numeric
606,What is the difference between maximum GDP in services sector and minimum GDP in Industries over the years?,20.49,multi_col_1261,human,numeric
607,Which age group had the highest shares?,20-29 years,multi_col_1326,human,other_text
608,What is the difference between normal weight and obese of age 20-29 yrs?,53.5,multi_col_1326,human,numeric
609,Which region had maximum population living in urban areas in the year 1990,Asia,multi_col_1365,human,other_text
610,What is the difference between maximum urban population in Asia to the minimum urban population in Europe?,3446.4,multi_col_1365,human,numeric
611,Which character has the maximum percentage in US realms over the years?,Hunter,multi_col_954,human,other_text
612,What is the difference between the percentage of highest characters in US realm and minimum characters in EU realm?,6.7,multi_col_954,human,numeric
613,In which year the GDP in agriculture sector was maximum?,2011,multi_col_960,human,numeric
614,What is the difference between maximum GDP in agriculture sector and minimum GDP in Industry over the years?,21.91,multi_col_960,human,numeric
615,What's the percentage of the highest bar in the chart?,28.3,multi_col_1484,human,numeric
616,What was the combined percentage for proppants and distribution in 2017-2019?,13.5,multi_col_1484,human,numeric
617,What's the median age for Asian men?,30.6,multi_col_20162,human,numeric
618,What's the difference in median age between Asian men and Black men?,1.9,multi_col_20162,human,numeric
619,What was the most popular response for Gen Z?,Due to human activity,multi_col_20195,human,other_text
620,What was the difference between the most and least popular responses from Gen Z?,44,multi_col_20195,human,numeric
621,What is the percentage share of Industry in total employment in 2018?,27.42,multi_col_20201,human,numeric
622,What is the difference between maximum agriculture share and minimum industry share from 2010 to 2020?,11.83,multi_col_20201,human,numeric
623,What was the highest value on the chart?,56.01,multi_col_20324,human,numeric
624,What's the difference between the highest population and the lowest on the chart?,13.29,multi_col_20324,human,numeric
625,What is the total number of Hudson's Bay Company stores in 2019?,89,multi_col_20338,human,numeric
626,What is the average number of Hudson's Bay Company stores from 2017 to 2018?,89.5,multi_col_20338,human,numeric
627,What's brought in the most revenue in 2018?,Others**,multi_col_20373,human,other_text
628,What is the difference between smartwatch revenue in 2015 and 2021?,12.26,multi_col_20373,human,numeric
629,What was the highest response for students who use their smartphones for schoolwork?,Never,multi_col_20424,human,other_text
630,What was the difference of students who answered never for tablets than for hybrid or 2 in 1 computers?,42,multi_col_20424,human,numeric
631,Is the difference between the tallest grey bar and the shortest dark blue bar greater than 50?,Yes,multi_col_20441,human,yes_no
632,What was the average growth of Services and Industry in 2020?,49.505,multi_col_20441,human,numeric
633,What year were did the LEGO Group make the most net sales in the Americas?,2020,multi_col_20447,human,numeric
634,What was the difference in net sales from 2017 to 2020 in the Americas?,2888,multi_col_20447,human,numeric
635,What year did early adopters reach their peak?,2017,multi_col_20448,human,numeric
636,How many more early adopters were there than innovators in 2017?,823,multi_col_20448,human,numeric
637,What is the highest in the size of travel market in Asia Pacific?,244,multi_col_20723,human,numeric
638,What is the average in the size of travel in U.S?,252.6,multi_col_20723,human,numeric
639,Which country has highest percentage  in a great deal?,France,multi_col_20828,human,other_text
640,"What is the average of a fair amount of Germany, Japan, Russia?",50,multi_col_20828,human,numeric
641,How many categories of age is shown in the graph?,6,multi_col_20928,human,numeric
642,How many categories of age has the same median paid the same for males?,3,multi_col_20928,human,numeric
643,What is the highest value of navy blue bar over the years?,1.8,multi_col_40189,human,numeric
644,In which year the difference between Facebook fans and Twitter followers was minimum?,February 2021,multi_col_40189,human,other_text
645,The shortest light blue bar minus the tallest dark blue bar yields what value?,-46500,multi_col_40193,human,numeric
646,What is the difference between the highest and the lowest bar value of Netflix?,43000,multi_col_40193,human,numeric
647,WHat gender does the light blue indicate?,Female,multi_col_40203,human,other_text
648,What is the difference between population in 2018?,0.08,multi_col_40203,human,numeric
649,The shortest light blue bar minus the tallest dark blue bar yields what value?,-2028,multi_col_40253,human,numeric
650,"What is the highest average price of roads bicycles sold in Spain in 2019, by type (in euros)?",1773,multi_col_40253,human,numeric
651,The shortest light blue bar minus the tallest dark blue bar yields what value?,2372,multi_col_40421,human,numeric
652,"What is the highest number of immigrants arrived by land in Europe between January and December 2020, by country of first arrival",4653,multi_col_40421,human,numeric
653,What is the population of female in age group of 0-14 years?,2342.02,multi_col_40446,human,numeric
654,What is the difference between maximum population of males in certain age group and minimum population of females in certain age group?,4877.94,multi_col_40446,human,numeric
655,WHich period has the highest growth in number of users?,"Mar 2-8, 2020",multi_col_40620,human,other_text
656,What is the sum of valur of light blue bar?,818.86,multi_col_40620,human,numeric
657,What is the maximum financing of Follow on?(in billion U.S. dollars),48,multi_col_40622,human,numeric
658,What is the average of IPO's ?(in billion U.S. dollars),4.9,multi_col_40622,human,numeric
659,The shortest light blue bar minus the tallest red bar yields what value?,-8,multi_col_40656,human,numeric
660,What is the difference between the highest annual income between Obama and Romney?,4,multi_col_40656,human,numeric
661,what is the value of the highest bar?,9.46,multi_col_40718,human,numeric
662,What is the sum of the blue bar in 2008 and blue bar in 2018?,13.31,multi_col_40718,human,numeric
663,Are the light blue bars always smaller than the dark blue bars?,No,multi_col_40787,human,yes_no
664,"Between watching videos at dinner time and after dinner, which time had the bigger difference between Pay TV and SVOD?",At dinner time,multi_col_40787,human,other_text
665,What is the highest value in the red bar?,75.2,multi_col_40805,human,numeric
666,What is the average of all the bars in the women?,44.12,multi_col_40805,human,numeric
667,WHat does the grey color indicate?,Agree,multi_col_40834,human,other_text
668,WHat is the maximum percentage of India?,71,multi_col_40834,human,numeric
669,"What is the total percentage of people "" i don`t know""?",10,multi_col_40838,human,numeric
670,"How many people opined ""They are quite inadequate""?",38,multi_col_40838,human,numeric
671,What is the value of red bar in male category?,29.9,multi_col_40858,human,numeric
672,What is the total value of all bars in female category?,81,multi_col_40858,human,numeric
673,Which is the lowest percentage value in the blue line chart?,21,multi_col_40975,human,numeric
674,what is the difference between highest value and lowest value in black line?,6,multi_col_40975,human,numeric
675,What is the lowest bar value in the chart?,4,multi_col_40984,human,numeric
676,What is the difference between highest bar and lowest bar in the chart?,35,multi_col_40984,human,numeric
677,What is the lowest value in blue bar line?,78.21,multi_col_60003,human,numeric
678,What is the sum of first and last data in black line?,146.68,multi_col_60003,human,numeric
679,What is the smallest value in the 18-34 category?,57.1,multi_col_60046,human,numeric
680,What is the average of of all blue bar in the chart?,67.73,multi_col_60046,human,numeric
681,What is the value for male in 2014?,2.69,multi_col_60068,human,numeric
682,"What is the total value of 2020, male and female?",5.53,multi_col_60068,human,numeric
683,The dark blue bar represents what?,Men,multi_col_60114,human,other_text
684,Which level of education showed the greatest difference in gender?,Post-secondary education (3 years or more),multi_col_60114,human,other_text
685,What is the lowest value in dark blue bar?,10,multi_col_60123,human,numeric
686,what is the total percentage of shopping online?,14,multi_col_60123,human,numeric
687,"In which year, men has the highest percentage of population?",2016,multi_col_60211,human,numeric
688,Which gender has the least percentage of population?,Men,multi_col_60211,human,other_text
689,What is value of the highest bar?,59,multi_col_60219,human,numeric
690,What is the sum of highest and lowest bar in the chart?,78,multi_col_60219,human,numeric
691,What is lowest value of blue bar?,17,multi_col_60314,human,numeric
692,What is the difference between the highest and the lowest dark blue bar?,32,multi_col_60314,human,numeric
693,What is the value of the highest dark blue bar?,58,multi_col_60319,human,numeric
694,How many bars is above the value of 20?,4,multi_col_60319,human,numeric
695,What is the percentage value for 2015 in 15-64 years category?,68.08,multi_col_60341,human,numeric
696,what is the sum of 2020 excluding the dark blue bar value?,34.57,multi_col_60341,human,numeric
697,What is Yes percentage in facebook?,52,multi_col_60498,human,numeric
698,What is the average percentage of Yes in all the bars?,35,multi_col_60498,human,numeric
699,What is the average of the navy blue bars?,24.75,multi_col_60509,human,numeric
700,Which opinion showed the greatest change from 2014 to 2016?,Somewhat dissatisfied,multi_col_60509,human,other_text
701,What is the total annual salary of newly qualified?,100000,multi_col_60577,human,numeric
702,Which qualification has GBP increase of 10000 compared to the previous qualification?,Newly qualified,multi_col_60577,human,other_text
703,What does light blue bar represent?,On the internet,multi_col_60638,human,other_text
704,what's the difference of blue bar between ten years ago and now?,45,multi_col_60638,human,numeric
705,What is lowest value of grey?,8,multi_col_60725,human,numeric
706,What is the difference between the highest and the lowest dark blue bar?,11,multi_col_60725,human,numeric
707,When were people more willing to spend more?,March,multi_col_60736,human,other_text
708,What's the difference between the highest and lowest number of blue bars?,25,multi_col_60736,human,numeric
709,What is the share percentage of respondents for Boris Johnson to be best prime minister in Nov 6?,30,multi_col_60763,human,numeric
710,What is the difference between highest and lowest share of respondents for Boris Johnsone?,5,multi_col_60763,human,numeric
711,Which group are more likely to receive unfair treatment?,Blacks,multi_col_60899,human,other_text
712,What's the percentage value of black people who don't think they do not receive equal treatment?,86,multi_col_60899,human,numeric
713,What gender does the light blue bars represent?,Male,multi_col_60917,human,other_text
714,Which English language proficiency yields the bigger gender difference?,"Could speak English ""not well"" or ""not at all""",multi_col_60917,human,other_text
715,What is the sum of the lowest points of the navy blue and blue lines?,62657,multi_col_60932,human,numeric
716,Which year saw the steepest drop in inflow migration?,2019,multi_col_60932,human,numeric
717,What is the smallest difference between the navy blue and blue lines?,19600,multi_col_60933,human,numeric
718,What is the highest value of 55 to 64 years?,110970,multi_col_60933,human,numeric
719,When does the female population reach its peak?,2018,multi_col_80017,human,numeric
720,What's the value of total population increased from 2016 to 2018?,7.71,multi_col_80017,human,numeric
721,What does the gray line represent?,Female,multi_col_80042,human,other_text
722,"For the first three years, what is the sum of the remaining life expectancy averages of both genders?",114.52,multi_col_80042,human,numeric
723,What is blue bar in the chart represents?,Everyday,multi_col_80064,human,other_text
724,What is the average value for spring in 2011-2013?,141.567,multi_col_80064,human,numeric
725,How many FY data available in the chart?,5,multi_col_80081,human,numeric
726,What is average occupancy rate in Teaching in all 5 FY?,71.6,multi_col_80081,human,numeric
727,When did the inflow reach the peak?,2018,multi_col_80122,human,numeric
728,For how many years there is more inflow than outflow?,6,multi_col_80122,human,numeric
729,What do the red bars represent?,2021,multi_col_80158,human,numeric
730,What is the sum of the largest investment and the smallest development?,8.34,multi_col_80158,human,numeric
731,Which year does not have record production?,2017,multi_col_80192,human,numeric
732,How much million GBP of music publishers in 2014 less than 2009?,15,multi_col_80192,human,numeric
733,What is the highest value in red bar?,44,multi_col_80209,human,numeric
734,What is the sum of all the red bar value?,150,multi_col_80209,human,numeric
735,What is referred in x axis for the two largest bar?,Trucks,multi_col_80210,human,other_text
736,What is the ratio of sales between cars and trucks in July 2012?,0.35373,multi_col_80210,human,numeric
737,When did the 24 weeks or over section reach its peak?,"[2009, 2010]",multi_col_80266,human,other_text
738,Which year witnessed the largest gap between two sections?,2010,multi_col_80266,human,numeric
739,What's the combined net income in 2018?,20.5,multi_col_80280,human,numeric
740,What's the total net income in total from 2009 to 2010 of European companies?,10.2,multi_col_80280,human,numeric
741,"What is female adult mortality rate in 2016 (per 1,000 adults)?",108.92,multi_col_100066,human,numeric
742,What is the average of highest female mortality and lowest male mortality?,152.835,multi_col_100066,human,numeric
743,Which sector is seen as the most important?,Travel and hotels,multi_col_100249,human,other_text
744,How many sectors have over 50% reviews regarding them as more important?,5,multi_col_100249,human,numeric
745,Which does red mean on the graph?,Do not know / No answer,multi_col_100261,human,other_text
746,What is the average of people who answered as 'approve'? (in percent),29.2,multi_col_100261,human,numeric
747,How many companies compared in the chart ?,4,multi_col_100294,human,numeric
748,What is the average of all the dark blue bars?,22.33,multi_col_100294,human,numeric
749,What is the share of defence expenditure in UK in 2012?,2.2,multi_col_80350,human,numeric
750,In how many years the defense spending in Germany is below 1.4?,8,multi_col_80350,human,numeric
751,Does women have the higher value in all categories?,No,multi_col_80404,human,yes_no
752,"What is the difference between the average of  Yes, I do and the average of two highest values?",35.5,multi_col_80404,human,numeric
753,When did the satisfied rate reach the peak?,2002,multi_col_80759,human,numeric
754,For how many years has the satisfied rate been higher than dissatisfied rate?,4,multi_col_80759,human,numeric
755,Are the bars sorted in this graph?,No,two_col_85,human,yes_no
756,What's the sum of the first two bars (from the left) percentages?,17.1,two_col_85,human,numeric
757,What was the male population of Gabon in 2019?,1.11,multi_col_80746,augmented,numeric
758,What was Gabon's female population in 2019?,1.07,multi_col_80746,augmented,numeric
759,What was the leading youtube channel in Argentina as of March 2021?,El Reino Infantil,two_col_40758,augmented,other_text
760,How many subscribers did La Granja de Zen3n have?,25.5,two_col_40758,augmented,numeric
761,How many subscribers did El Reino Infantil have as of March 2021?,40.7,two_col_40758,augmented,numeric
762,Which country had the highest rate of Caesarean section births in 2018?,Turkey,two_col_1565,augmented,other_text
763,"What was the rate of C-sections per 1,000 live births in Turkey in 2018?",548.9,two_col_1565,augmented,numeric
764,Which country had the highest rate of C-section births in 2018?,Korea,two_col_1565,augmented,other_text
765,What country produced the most daily barrels of crude oil in 2020?,Mexico,two_col_24050,augmented,other_text
766,What was the largest crude oil producing country in Latin America and the Caribbean in 2020?,Brazil,two_col_24050,augmented,other_text
767,What province produces the most natural gas in Canada?,Alberta,two_col_101892,augmented,other_text
768,How many aircraft deliveries did Airbus report in 2020?,566,multi_col_20250,augmented,numeric
769,How many aircraft did Boeing deliver in 2020?,157,multi_col_20250,augmented,numeric
770,What was the average ticket price in the 2006/07 season?,46.99,two_col_4382,augmented,numeric
771,How many passengers did Frontier Airlines carry in 2020?,11.2,two_col_22017,augmented,numeric
772,How many active users visited Facebook on a daily basis?,1146,two_col_41295,augmented,numeric
773,How many internet users did New Zealand have in January 2017?,4.08,two_col_42644,augmented,numeric
774,How many internet users did Australia have in January 2017?,21.18,two_col_42644,augmented,numeric
775,How many times has the New York Yankees won the World Series?,27,two_col_82,augmented,numeric
776,Which team has won the World Series 11 times?,St. Louis Cardinals,two_col_82,augmented,other_text
777,What was ICICI Bank's credit to deposit ratio in fiscal year 2020?,88.74,two_col_61233,augmented,numeric
778,How many U.S. dollars were held by life insurance companies in 2018?,2709,two_col_103546,augmented,numeric
779,"By the end of 2019, how many inmates were there in Italy?",60769,two_col_80962,augmented,numeric
780,What was the number of prisoners in Italy as of February 2021?,50551,two_col_80962,augmented,numeric
781,What was the import share of the United States in 2019?,16.2,two_col_43093,augmented,numeric
782,In what year did Amey UK plc record operating losses?,2016,two_col_102714,augmented,numeric
783,In what year was a peak in sales of the Vauxhall Corsa observed?,2003,two_col_101522,augmented,numeric
784,"What was the turnover of Spain's motor vehicle, trailer and semi-trailer industry in 2016?",69351.2,two_col_103140,augmented,numeric
785,What was the estimated value of the North American seasoning and spice market by 2025?,7.3,two_col_41704,augmented,numeric
786,How much money was generated in the Americas through direct selling retail sales in 2019?,61758,multi_col_20406,augmented,numeric
787,What was the value of the foodservice delivery market in 2018?,8.1,two_col_41335,augmented,numeric
788,What was the value of the foodservice delivery market in the UK in 2019?,8.5,two_col_41335,augmented,numeric
789,How much money did the VF Corporation generate in the United States in 2021?,4635.7,multi_col_100664,augmented,numeric
790,What was the leading telecommunication company in the Nordic countries by turnover as of June 2021?,Telenor ASA,two_col_6422,augmented,other_text
791,What was Telenor ASA's turnover in June 2021?,11560,two_col_6422,augmented,numeric
792,What company ranked second in the Nordic countries by turnover?,Telia Company AB,two_col_6422,augmented,other_text
793,What was the second most popular dating app?,PlentyOfFish,two_col_2504,augmented,other_text
794,What was the market share of PlentyOfFish?,19.4,two_col_2504,augmented,numeric
795,What was Tinder's market share of monthly users?,25.6,two_col_2504,augmented,numeric
796,In what year did the U.S. consume 2.5 quadrillion British thermal units of hydropower?,2016,two_col_23455,augmented,numeric
797,How much did the Dutch government spend on social benefits in 2017?,150796,multi_col_40465,augmented,numeric
798,Where was one US citizen taken hostage by terrorists in 2011?,Pakistan,two_col_102958,augmented,other_text
799,What percentage of its total capacity was chartered by Del Monte Fresh Produce?,93.8,two_col_62189,augmented,numeric
800,How many terrorist incidents occurred in Yemen in 2019?,561,two_col_103919,augmented,numeric
801,How many terrorist incidents occurred in India in 2019?,558,two_col_103919,augmented,numeric
802,What ethnicity were four percent of Yahoo employees in the last reported period?,Hispanic,multi_col_60902,augmented,other_text
803,What was the revenue of General Dynamics in 2020?,37925,two_col_101367,augmented,numeric
804,What was the price per kilogram of rare earths at the end of October 2010?,59.77,two_col_42465,augmented,numeric
805,How many square meters of indoor venue exhibition space was available in the United States in 2011?,6.71,two_col_42062,augmented,numeric
806,What year does the timeline give a projection of the total US ton-miles of freight from 1990 to 2018?,2045,two_col_5415,augmented,numeric
807,How many ton-miles of freight were there in 2018?,5.25,two_col_5415,augmented,numeric
808,What year was the average inflation rate in the Gambia?,1986,two_col_41467,augmented,numeric
809,"As of January 2017, how many Asda stores were in the UK?",631,multi_col_161,augmented,numeric
810,How many of Asda's stores were in the UK in January 2017?,339,multi_col_161,augmented,numeric
811,What is the most popular digital learning platform among Russians?,Coursera,two_col_60070,augmented,other_text
812,What was the population of South East England in 2020?,9217265,two_col_513,augmented,numeric
813,How many people in the UK live in London?,9217265,two_col_513,augmented,numeric
814,How much tuna did the Seychelles export in 2017?,18040,two_col_20954,augmented,numeric
815,In what year did the volume of honey exported from Spain peak?,2016,two_col_82870,augmented,numeric
816,What percentage of Chile's GDP did government expenditure amount to in 2020?,28.97,two_col_62505,augmented,numeric
817,What was the gross margin on lumber and other construction materials in U.S. wholesale in 2005?,29.3,two_col_82128,augmented,numeric
818,What was Uruguay's bestselling passenger car brand in 2018?,Chevrolet,two_col_101709,augmented,other_text
819,What was the bestselling passenger car brand in Uruguay in 2018?,Suzuki,two_col_101709,augmented,other_text
820,What car brand occupied the third position in Uruguay?,Volkswagen,two_col_101709,augmented,other_text
821,What was Suzuki's unit sales market share in Uruguay in 2018?,18.45,two_col_101709,augmented,numeric
822,How much did the willingness to communicate by IM decrease in 2014?,10,multi_col_100537,augmented,numeric
823,What percentage of customers were willing to communicate by IM in 2014?,22,multi_col_100537,augmented,numeric
824,How many illegal immigrants were living in the U.S. in 2012?,11.3,two_col_63705,augmented,numeric
825,What percentage of pornhub.com visitors were 25 to 34 years old in 2019?,40,multi_col_60553,augmented,numeric
826,What was the average number of people in a family in Poland in 2019?,2.56,two_col_60329,augmented,numeric
827,"In the Middle East and Pacific, how many people are likely to be unemployed in 2021?",11.6,multi_col_40674,augmented,numeric
828,What was the median cost per hour for iOS app development?,50,two_col_104812,augmented,numeric
829,"As of October 2020, North American auto demand was about how many units below 2019 levels?",2.52,two_col_20435,augmented,numeric
830,How many Bluemercury stores did Macy's have in 2020?,162,two_col_62347,augmented,numeric
831,What is the estimated value of spending in the food and grocery market by the end of 2014?,148.3,two_col_101767,augmented,numeric
832,What was Coteccons Construction's revenue in 2019?,23.73,two_col_102072,augmented,numeric
833,What was Manchester City's brand value in dollars in 2019?,1407,multi_col_679,augmented,numeric
834,What was the youth unemployment rate in Venezuela in 2020?,17.82,two_col_60900,augmented,numeric
835,Which company had a market share of 22.9 percent of Canadian boxed chocolate sales in 2018?,Ferrero,two_col_40806,augmented,other_text
836,What was Nestlé's market share in boxed chocolate sales in 2018?,21.2,two_col_40806,augmented,numeric
837,What was South Africa's share in the global gross domestic product adjusted for Purchasing Power Parity in 2020?,0.55,two_col_104422,augmented,numeric
838,How many housing units use an Energy Star qualified refrigerator?,28.1,two_col_80614,augmented,numeric
839,What was the average number of hospital beds per one thousand inhabitants in Canada in 1980?,6.75,two_col_2750,augmented,numeric
840,What was Lagos' poverty rate in 2019?,4.5,two_col_1877,augmented,numeric
841,In what year did social media's growth rate increase?,2019,multi_col_828,augmented,numeric
842,What percentage of respondents reported that their largest meeting contributed between one and 4.9 million U.S. dollars to the economy of the meeting's host destination,34,two_col_62452,augmented,numeric
843,What is the estimated revenue of the Golden State Warriors in 2019/20?,474,two_col_1678,augmented,numeric
844,What was Petrobras' net income in US dollars in 2020?,1.14,two_col_40677,augmented,numeric
845,"In what year was the coronary heart disease per 100,000 population in Scotland measured?",2004/05,multi_col_100503,augmented,other_text
846,"What was the incidence rate for men per 100,000 population in Scotland in 2019/20?",433.8,multi_col_100503,augmented,numeric
847,What was the incidence rate for women in Scotland in 2019/20?,237.4,multi_col_100503,augmented,numeric
848,How much global box office revenue did 'Avengers: Endgame' generate as of November 2020?,2797.8,two_col_1077,augmented,numeric
849,How much global box office revenue did 'Avengers: Endgame' generate as of November 2020?,2797.8,two_col_1077,augmented,numeric
850,What was the gross of 'Avatar'?,2797.8,two_col_1077,augmented,numeric
851,How many social media users were in Eastern Asia in 2020?,1065.88,two_col_3646,augmented,numeric
852,How many children were born in Finland in the age group of 45 years and older?,147,two_col_62879,augmented,numeric
853,How many children were born to women aged 30 to 34 in Finland in 2020?,16208,two_col_62879,augmented,numeric
854,What was the population of Phoenix-Mesa-Chandler in the previous year?,4953901,two_col_22466,augmented,numeric
855,What was the population of the Phoenix-Mesa-Chandler metropolitan area in 2020?,5059909,two_col_22466,augmented,numeric
856,How many vehicles is the U.S. auto industry expected to sell between 2020 and 2021?,16.6,two_col_1143,augmented,numeric
857,Who is the career receiving leader of the Los Angeles Rams?,Isaac Bruce,two_col_80145,augmented,other_text
858,In what year did the highest number of terrorist attacks occur in Afghanistan?,2011,two_col_5260,augmented,numeric
859,What was the total number of deaths in the Brussels-Capital Region during the coronavirus pandemic?,558,multi_col_40973,augmented,numeric
860,"How many deaths were expected to occur in the Brussels-Capital Region between April 6 and April 12, 2020?",200,multi_col_40973,augmented,numeric
861,Which country has the largest number of native Spanish speakers in the world?,Mexico,two_col_1633,augmented,other_text
862,How many people speak Spanish natively?,43.26,two_col_1633,augmented,numeric
863,How many people in Mexico speak Spanish with a native command of the language?,123.7,two_col_1633,augmented,numeric
864,What country has the second highest number of native Spanish speakers?,Colombia,two_col_1633,augmented,other_text
